"company_name","summary","author_title","author_location","recommends_flag","outlook_flag","ceo_opinion_flag","main_text_description","pros_description","cons_description","advice_to_management_description","star_rating_overall","star_rating_work_life_balance","star_rating_culture_and_values","star_rating_career_opportunities","star_rating_comp_and_benefits","star_rating_senior_management","star_rating_review_date"
"gsk","Good to work in a Rock Solid  Company","Former Employee - Anonymous Employee","None","Recommends","Neutral Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 10 years","Good Learnings 
No fear of failure 
Team Work","Risk of getting stuck in the middle management","None",4.0,3.0,3.0,2.0,3.0,2.0,"Sat Feb 23 2013 01:59:50 GMT-0800 (Pacific Standard Time)"
"gsk","USED to be a great place to work...","Former Employee - R&D Commercialization","King of Prussia, PA","Doesn't Recommend","Negative Outlook","Disapproves of CEO","I worked at GlaxoSmithKline full-time for more than 10 years","Ability to apply for jobs in other departments. Good health insurance and retirement benefits.","The senior-level and mid-level managers who once made this company great are all gone. GSK today is a company run by fear and suboptimal managers. The previous focus on sales and marketing is gone. What drives most decisions now is fear of legal action. The lawyers essentially run the company because they so significantly impact key decisions. Marketing and Sales have little say in key decisions anymore, and R&D has turned into a joke, with very little marketing/commercial input . R&D is wrought with number fudging and reluctance to terminate assets despite poor trial results. There is a systematic effort to make it appear there is a robust pipeline, when in fact, half the assets are seriously troubled. Short-term shareholders and legal fears are what drives the decision making at GSK. In addition, the company is pennywise and pound foolish, and many operations decisions are vehemently opposed by staff, which has destroyed morale.  Outsourcing is rampant and many managers in the US now have their admin assistants located in India. Yes, seriously. The fear of layoffs is pervasive and the stress levels are high. With so many layoffs and good people jumping ship, the morale has declined over the past 5-7 years. No one smiles, no one jokes around or has fun working. Unlike years past, it is now a miserable, depressing place to work. Stock options are worthless, promotions rarely occur, and the continuing a career at GSK has lost its appeal. The most highly regarded managers have been plucked away by other companies and only the bottom of the barrel remain. So much intellectual capital has been lost. It is a shame to have witnessed a once-great company slide so far downhill.","None",1.0,2.0,1.0,1.0,2.0,1.0,"Tue Mar 26 2013 14:20:30 GMT-0700 (Pacific Daylight Time)"
"gsk","GSK","Current Employee - Sales","Jersey City, NJ","Doesn't Recommend","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 10 years","Benefit package and salary is competitive","Bonus structure is horrible, now based on test scores and checking boxes.","None",3.0,4.0,4.0,4.0,4.0,3.0,"Thu Feb 21 2013 16:39:21 GMT-0800 (Pacific Standard Time)"
"gsk","Fantastic company","Former Employee - Risk and Compliance","Research Triangle Park, NC","Recommends","Neutral Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 8 years","Excellent benefits, pay ranges, and company mission","Frequent organizational changes. stagnant share values","None",4.0,4.0,4.0,3.0,5.0,4.0,"Thu Feb 14 2013 05:52:23 GMT-0800 (Pacific Standard Time)"
"gsk","Life time opportunity to work for GSK","Current Employee - Manufacturing Executive","Mumbai","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 10 years","more than company it is working for Family.","stagnant growth for Jr. band officers.","None",4.0,4.0,4.0,3.0,3.0,3.0,"Sat Feb 09 2013 02:08:31 GMT-0800 (Pacific Standard Time)"
"gsk","My experience was great","Former Employee - Scientist","Philadelphia, PA","Recommends","Positive Outlook","No Opinion of CEO","I worked at GlaxoSmithKline full-time for more than 3 years","Great support
Awesome work/life balance
training
growth within area good","Need more bonus opportunities in laboratory setting
Growth outside of area","None",4.0,5.0,5.0,3.0,5.0,3.0,"Wed Feb 06 2013 07:51:44 GMT-0800 (Pacific Standard Time)"
"gsk","The only thing to count on is change","Current Employee - Anonymous Employee","None","Recommends","Neutral Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than 10 years","Very talented colleagues who are engaged and sincere about their work.","Prosperity seems to always be just a year ahead whilst resources dwindle and it gets harder to do the job.  Lots of politics to deal with the further up the 'food chain' you go.","None",3.0,2.0,3.0,3.0,3.0,2.0,"Sun Feb 17 2013 13:20:14 GMT-0800 (Pacific Standard Time)"
"gsk","Great people, good benefits and pay","Current Employee - Senior Scientist","Research Triangle Park, NC","Recommends","Positive Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","The people are great to work with.  The pay and benefits are very good, with medical and prescription drug insurance being excellent.  Work schedules are flexible, allowing for very good work-life balance.","There have been a lot of layoffs since I have been with the company, and the stress that comes with that is overwhelming at times.  The work load is sometimes bordering on too much for the amount of people that are left,  and management seems very reluctant to replace people who retire or otherwise leave voluntarily.","None",4.0,4.0,3.0,3.0,5.0,4.0,"Sat Feb 02 2013 06:29:30 GMT-0800 (Pacific Standard Time)"
"gsk","Horrible place to work","None","None","None","None","None","I worked at GlaxoSmithKline ","Only benefit is work life balance.","Boys club. No opportunities for females in nj office","None",1.0,3.0,1.0,1.0,1.0,1.0,"Mon Mar 04 2013 15:54:25 GMT-0800 (Pacific Standard Time)"
"gsk","The learnings I acquired during my long association of 26yrs with GSK shall guide me through the rest of my life.","Former Employee - AREA SALES MANAGER","New Delhi","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 10 years","GSK is a professionally managed and 100% Ethical and Fair Company. Skill-enhancement continues throughout, both formally as well as in a subtle, i nformal way. It is not surprising therefore that a whole lot of companies are today led by ex- GSKites.","Collective attention notwithstanding, in a large ocean that GSK is, individual needs of Employees are at times not given as much attention.","None",5.0,5.0,5.0,4.0,5.0,3.0,"Fri Jan 25 2013 23:03:53 GMT-0800 (Pacific Standard Time)"
"gsk","excellent company","Current Employee - Rural Sales Executive","Coimbatore","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for less than a year","Good salary excellent procedures and policy","Hard work, long travel & different location","None",5.0,3.0,5.0,3.0,5.0,4.0,"Fri Jan 25 2013 10:13:30 GMT-0800 (Pacific Standard Time)"
"gsk","Good company, terrible US management.","Current Employee - Pharmaceuticals Sales Representative","Baltimore, MD","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time","Benefits. Great people in the field.","Incentive compensation plan. You don't get paid anymore on territory growth. Upper management is very out of touch with the field.  Upper management lies.","None",3.0,4.0,3.0,2.0,3.0,1.0,"Wed Jan 30 2013 12:46:40 GMT-0800 (Pacific Standard Time)"
"gsk","GSK is a great company","Current Employee - Senior Scientist","King of Prussia, PA","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","GSK maintains competitive salaries, a fun/fast-paced work environment, and great company values.  They also hire and retain some of the smartest talent in the industry.  This is a great company to work for as an new graduate or mid-career professional.  I wouldn't want to work for any other company.","The pharmaceutical industry is volatile and, at times, there is not a great feeling of job security.","None",5.0,5.0,5.0,5.0,5.0,5.0,"Sat Jan 19 2013 15:07:55 GMT-0800 (Pacific Standard Time)"
"gsk","From adventurous to conservative","Current Employee - Anonymous Employee","None","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time","Great overall company.  Great values","Very conservative changing from sales to consulting","None",4.0,5.0,4.0,3.0,4.0,3.0,"Mon Jan 14 2013 18:43:15 GMT-0800 (Pacific Standard Time)"
"gsk","Great place to work.","None","None","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline ","You are part of the organisation to drive it to greater heights.","You'll do more, fell better and live longer... not a problem actually.","None",4.0,4.0,4.0,4.0,4.0,4.0,"Thu Jan 10 2013 22:16:12 GMT-0800 (Pacific Standard Time)"
"gsk","I came to know about my real potential through GSK and gathered lots of knowledge which were really fruitful to me.","Current Employee - District Sales Manager","Samastīpur","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than a year","It is the most trust worthy and well known nourisher of the entire family with wide range of its products.","increase in price at the end of every six months thus the distributer as well as the consumer of rural area are not comfortable with it at once.","None",4.0,2.0,4.0,5.0,3.0,4.0,"Wed Jan 09 2013 04:53:22 GMT-0800 (Pacific Standard Time)"
"gsk","If you're interested in Pharma this is a great company to work for","Current Employee - Anonymous Employee","Raleigh, NC","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","A lot of latitude to submit  innovative ideas and try new things","Approval process is slow and current company culture defers to no risk so some competative advantage is lost","None",4.0,4.0,4.0,3.0,4.0,3.0,"Sun Jan 06 2013 17:56:32 GMT-0800 (Pacific Standard Time)"
"gsk","Demanding but rewarding","Current Employee - IT Director","Research Triangle Park, NC","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 10 years","High pay, excellent company strategy, opportunities to have impact and to develop","Demanding competitive environment has led to restructuring and reducing overall cost structure","None",5.0,3.0,4.0,4.0,5.0,5.0,"Sun Jan 06 2013 15:12:12 GMT-0800 (Pacific Standard Time)"
"gsk","Has been a great company to work for, it's changing - some ways good, some ways not.","Current Employee - Executive Account Manager","Raleigh, NC","Recommends","Positive Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than 10 years","Great products to represent, solid science.","Management is somewhat out of touch with customer's needs and expectations.","None",3.0,5.0,4.0,3.0,4.0,4.0,"Tue Jan 08 2013 15:17:55 GMT-0800 (Pacific Standard Time)"
"gsk","Good company that's gone out of tune with the times","Former Employee - Anonymous Employee","None","None","Neutral Outlook","None","I worked at GlaxoSmithKline full-time for more than a year","Great Brand Name, Good people by and large, lots of opportunities if one has the patience to stick around for many years","Bureaucratic, Very slow in adapting to modern systems as well as modern work culture, Opaque decision making processes, lack of clear communication to employees leading to confusion and uncertainty, no long term planning as far as employees' careers are concerned.","None",3.0,4.0,2.0,3.0,5.0,1.0,"Fri Jan 11 2013 04:22:30 GMT-0800 (Pacific Standard Time)"
"gsk","Good company that's gone out of tune with the times","Former Employee - Anonymous Employee","None","None","Neutral Outlook","None","I worked at GlaxoSmithKline full-time for more than a year","Great Brand Name, Good people by and large, lots of opportunities if one has the patience to stick around for many years","Bureaucratic, Very slow in adapting to modern systems as well as modern work culture, Opaque decision making processes, lack of clear communication to employees leading to confusion and uncertainty, no long term planning as far as employees' careers are concerned.","None",3.0,4.0,2.0,3.0,5.0,1.0,"Fri Jan 11 2013 04:22:30 GMT-0800 (Pacific Standard Time)"
